vdc,ward,parcel_id,landuse,area
अमाव,1,208, कृषि क्षेत्र,250.76
अमाव,1,208,आवासीय क्षेत्र,10207
अमाव,1,211, कृषि क्षेत्र,4610.39
अमाव,1,211,आवासीय क्षेत्र,2363.5
अमाव,1,214,आवासीय क्षेत्र,4398.11
अमाव,1,216, कृषि क्षेत्र,2056.82
अमाव,1,216,आवासीय क्षेत्र,1483.18
अमाव,1,217, कृषि क्षेत्र,524.86
अमाव,1,217,आवासीय क्षेत्र,780.13
अमाव,1,218, कृषि क्षेत्र,1777.35
अमाव,1,219, कृषि क्षेत्र,1777.78
अमाव,1,220, कृषि क्षेत्र,708.97
अमाव,1,220,आवासीय क्षेत्र,1156.74
अमाव,1,223, कृषि क्षेत्र,1316.26
अमाव,1,223,"नदी, खोला, ताल, सीमसार क्षेत्र",307.56
अमाव,1,224, कृषि क्षेत्र,151.71
अमाव,1,224,"नदी, खोला, ताल, सीमसार क्षेत्र",417.79
अमाव,1,225, कृषि क्षेत्र,6511.31
अमाव,1,225,आवासीय क्षेत्र,662.55
अमाव,1,225,"नदी, खोला, ताल, सीमसार क्षेत्र",147.66
अमाव,1,226, कृषि क्षेत्र,3879.41
अमाव,1,226,आवासीय क्षेत्र,712.96
अमाव,1,226,सार्वजनिक उपयोगको क्षेत्र,5.85
अमाव,1,227, कृषि क्षेत्र,1036.93
अमाव,1,229,आवासीय क्षेत्र,1091.51
अमाव,1,230,आवासीय क्षेत्र,3712.67
अमाव,1,232, कृषि क्षेत्र,2688.83
अमाव,1,232,आवासीय क्षेत्र,573.44
अमाव,1,233, कृषि क्षेत्र,2566.52
अमाव,1,234, कृषि क्षेत्र,2114.83
अमाव,1,234,आवासीय क्षेत्र,352.41
अमाव,1,237, कृषि क्षेत्र,588.33
अमाव,1,237,आवासीय क्षेत्र,1867.81
अमाव,1,238,आवासीय क्षेत्र,2083.33
अमाव,1,239, कृषि क्षेत्र,380.19
अमाव,1,240, कृषि क्षेत्र,582.18
अमाव,1,240,आवासीय क्षेत्र,73.77
अमाव,1,241, कृषि क्षेत्र,1015.18
अमाव,1,243, कृषि क्षेत्र,587.36
अमाव,1,245,आवासीय क्षेत्र,1467.37
अमाव,1,246, कृषि क्षेत्र,1985.77
अमाव,1,246,आवासीय क्षेत्र,186.95
अमाव,1,247, कृषि क्षेत्र,2152.04
अमाव,1,248, कृषि क्षेत्र,2180.78
अमाव,1,256, कृषि क्षेत्र,184.94
अमाव,1,256,आवासीय क्षेत्र,519.36
अमाव,1,257, कृषि क्षेत्र,75.18
अमाव,1,257,आवासीय क्षेत्र,555.04
अमाव,1,259,आवासीय क्षेत्र,1017.37
अमाव,1,262, कृषि क्षेत्र,2650.08
अमाव,1,262,आवासीय क्षेत्र,1293.75
अमाव,1,262,सार्वजनिक उपयोगको क्षेत्र,66.02
अमाव,1,262,"नदी, खोला, ताल, सीमसार क्षेत्र",44.13
अमाव,1,263, कृषि क्षेत्र,1154.3
अमाव,1,263,आवासीय क्षेत्र,1309.08
अमाव,1,263,सार्वजनिक उपयोगको क्षेत्र,111.83
अमाव,1,263,"नदी, खोला, ताल, सीमसार क्षेत्र",158.51
अमाव,1,264, कृषि क्षेत्र,1068.31
अमाव,1,264,आवासीय क्षेत्र,581.37
अमाव,1,264,सार्वजनिक उपयोगको क्षेत्र,7.94
अमाव,1,265, कृषि क्षेत्र,1213.51
अमाव,1,265,आवासीय क्षेत्र,918.32
अमाव,1,265,सार्वजनिक उपयोगको क्षेत्र,45.91
अमाव,1,266, कृषि क्षेत्र,470.75
अमाव,1,267, कृषि क्षेत्र,335.55
अमाव,1,268, कृषि क्षेत्र,1408.68
अमाव,1,268,"नदी, खोला, ताल, सीमसार क्षेत्र",400.02
अमाव,1,269, कृषि क्षेत्र,731.06
अमाव,1,269,"नदी, खोला, ताल, सीमसार क्षेत्र",1203.95
अमाव,1,272, कृषि क्षेत्र,2295.31
अमाव,1,272,आवासीय क्षेत्र,1176.25
अमाव,1,272,सार्वजनिक उपयोगको क्षेत्र,69.39
अमाव,1,272,"नदी, खोला, ताल, सीमसार क्षेत्र",21.04
अमाव,1,273, कृषि क्षेत्र,638.39
अमाव,1,273,आवासीय क्षेत्र,483.62
अमाव,1,275, कृषि क्षेत्र,2994.72
अमाव,1,275,"नदी, खोला, ताल, सीमसार क्षेत्र",58.35
अमाव,1,276, कृषि क्षेत्र,1967.65
अमाव,1,276,"नदी, खोला, ताल, सीमसार क्षेत्र",268.38
अमाव,1,277, कृषि क्षेत्र,491.2
अमाव,1,278, कृषि क्षेत्र,1467.31
अमाव,1,279, कृषि क्षेत्र,2144.1
अमाव,1,280, कृषि क्षेत्र,4732.59
अमाव,1,280,"नदी, खोला, ताल, सीमसार क्षेत्र",66.13
अमाव,1,281,आवासीय क्षेत्र,236.72
अमाव,1,283,आवासीय क्षेत्र,668.51
अमाव,1,287, कृषि क्षेत्र,4046.66
अमाव,1,291, कृषि क्षेत्र,453.85
अमाव,1,291,"नदी, खोला, ताल, सीमसार क्षेत्र",770.4
अमाव,1,292, कृषि क्षेत्र,971.04
अमाव,1,292,"नदी, खोला, ताल, सीमसार क्षेत्र",244.11
अमाव,1,293, कृषि क्षेत्र,982.46
अमाव,1,293,"नदी, खोला, ताल, सीमसार क्षेत्र",151.43
अमाव,1,294, कृषि क्षेत्र,1152.53
अमाव,1,294,"नदी, खोला, ताल, सीमसार क्षेत्र",108.28
अमाव,1,295, कृषि क्षेत्र,840.7
अमाव,1,295,"नदी, खोला, ताल, सीमसार क्षेत्र",347.34
अमाव,1,296, कृषि क्षेत्र,290.82
अमाव,1,297, कृषि क्षेत्र,368.49
अमाव,1,298, कृषि क्षेत्र,347.53
अमाव,1,299, कृषि क्षेत्र,198.33
अमाव,1,299,आवासीय क्षेत्र,140.47
अमाव,1,300,आवासीय क्षेत्र,307.93
अमाव,1,305, कृषि क्षेत्र,1216.4
अमाव,1,305,आवासीय क्षेत्र,341.06
अमाव,1,306, कृषि क्षेत्र,842.08
अमाव,1,306,आवासीय क्षेत्र,215.68
अमाव,1,307,आवासीय क्षेत्र,1943.35
अमाव,1,320, कृषि क्षेत्र,1165.8
अमाव,1,320,"नदी, खोला, ताल, सीमसार क्षेत्र",269.25
अमाव,1,321, कृषि क्षेत्र,3832.25
अमाव,1,321,आवासीय क्षेत्र,5394.64
अमाव,1,329,आवासीय क्षेत्र,515.94
अमाव,1,330,आवासीय क्षेत्र,504.21
अमाव,1,345, कृषि क्षेत्र,1312.46
अमाव,1,345,आवासीय क्षेत्र,219.59
अमाव,1,346, कृषि क्षेत्र,1459.94
अमाव,1,347, कृषि क्षेत्र,7330.58
अमाव,1,347,आवासीय क्षेत्र,322.98
अमाव,1,348,आवासीय क्षेत्र,474.64
अमाव,1,348,सार्वजनिक उपयोगको क्षेत्र,60.13
अमाव,1,349,आवासीय क्षेत्र,1402.32
अमाव,1,349,सार्वजनिक उपयोगको क्षेत्र,108.23
अमाव,1,350,आवासीय क्षेत्र,2346.32
अमाव,1,351, कृषि क्षेत्र,1467.84
अमाव,1,352, कृषि क्षेत्र,710.18
अमाव,1,352,आवासीय क्षेत्र,791.43
अमाव,1,356, कृषि क्षेत्र,1358.97
अमाव,1,357, कृषि क्षेत्र,1334.69
अमाव,1,358, कृषि क्षेत्र,7331.17
अमाव,1,373, कृषि क्षेत्र,1449.9
अमाव,1,375,आवासीय क्षेत्र,1045.44
अमाव,1,377,आवासीय क्षेत्र,1437.45
अमाव,1,378,आवासीय क्षेत्र,609.81
अमाव,1,379,आवासीय क्षेत्र,540.44
अमाव,1,381,आवासीय क्षेत्र,358.99
अमाव,1,382,आवासीय क्षेत्र,345
अमाव,1,383,आवासीय क्षेत्र,160.57
अमाव,1,384,आवासीय क्षेत्र,1817.96
अमाव,1,387, कृषि क्षेत्र,1680.8
अमाव,1,389,आवासीय क्षेत्र,495.45
अमाव,1,390,आवासीय क्षेत्र,494.28
अमाव,1,391,आवासीय क्षेत्र,2385.95
अमाव,1,392,आवासीय क्षेत्र,971.71
अमाव,1,393,आवासीय क्षेत्र,541.04
अमाव,1,394, कृषि क्षेत्र,828.09
अमाव,1,394,आवासीय क्षेत्र,535.33
अमाव,1,394,सार्वजनिक उपयोगको क्षेत्र,52.25
अमाव,1,394,"नदी, खोला, ताल, सीमसार क्षेत्र",40.97
अमाव,1,395, कृषि क्षेत्र,828.61
अमाव,1,395,आवासीय क्षेत्र,506.67
अमाव,1,395,सार्वजनिक उपयोगको क्षेत्र,32.92
अमाव,1,396, कृषि क्षेत्र,1681.96
अमाव,1,396,आवासीय क्षेत्र,1166.91
अमाव,1,396,सार्वजनिक उपयोगको क्षेत्र,63.56
अमाव,1,398, कृषि क्षेत्र,1661.33
अमाव,1,398,आवासीय क्षेत्र,376.28
अमाव,1,399, कृषि क्षेत्र,1108.7
अमाव,1,399,आवासीय क्षेत्र,306.42
अमाव,1,401, कृषि क्षेत्र,1536.97
अमाव,1,401,"नदी, खोला, ताल, सीमसार क्षेत्र",1920.64
अमाव,1,402, कृषि क्षेत्र,1130.92
अमाव,1,402,"नदी, खोला, ताल, सीमसार क्षेत्र",903.25
अमाव,1,410,आवासीय क्षेत्र,1871.66
अमाव,1,410,सार्वजनिक उपयोगको क्षेत्र,157.79
अमाव,1,411,आवासीय क्षेत्र,1371.66
अमाव,1,411,सार्वजनिक उपयोगको क्षेत्र,125.02
अमाव,1,412,आवासीय क्षेत्र,1245.2
अमाव,1,412,सार्वजनिक उपयोगको क्षेत्र,118.46
अमाव,1,413,आवासीय क्षेत्र,1249.36
अमाव,1,413,सार्वजनिक उपयोगको क्षेत्र,137.47
अमाव,1,414,आवासीय क्षेत्र,1295.52
अमाव,1,414,सार्वजनिक उपयोगको क्षेत्र,163.92
अमाव,1,415,आवासीय क्षेत्र,1196.16
अमाव,1,415,सार्वजनिक उपयोगको क्षेत्र,145.01
अमाव,1,416,आवासीय क्षेत्र,1522.85
अमाव,1,416,सार्वजनिक उपयोगको क्षेत्र,140.76
अमाव,1,421, कृषि क्षेत्र,647.39
अमाव,1,421,आवासीय क्षेत्र,1174.02
अमाव,1,422, कृषि क्षेत्र,494.48
अमाव,1,422,आवासीय क्षेत्र,770.76
अमाव,1,427, कृषि क्षेत्र,754.17
अमाव,1,428, कृषि क्षेत्र,380.71
अमाव,1,429, कृषि क्षेत्र,655.99
अमाव,1,429,आवासीय क्षेत्र,23.2
अमाव,1,430,आवासीय क्षेत्र,1136.01
अमाव,1,431,आवासीय क्षेत्र,2053.32
अमाव,1,432,आवासीय क्षेत्र,1019.57
अमाव,1,433,आवासीय क्षेत्र,1206.54
अमाव,1,433,सार्वजनिक उपयोगको क्षेत्र,62.66
अमाव,1,436, कृषि क्षेत्र,1357.52
अमाव,1,437, कृषि क्षेत्र,624.32
अमाव,1,437,"नदी, खोला, ताल, सीमसार क्षेत्र",128.39
अमाव,1,438, कृषि क्षेत्र,1354.53
अमाव,1,439, कृषि क्षेत्र,1237.77
अमाव,1,446, कृषि क्षेत्र,117.34
अमाव,1,446,आवासीय क्षेत्र,1920.77
अमाव,1,447, कृषि क्षेत्र,316.19
अमाव,1,447,आवासीय क्षेत्र,8612.33
अमाव,1,450,आवासीय क्षेत्र,72.2
अमाव,1,450,सार्वजनिक उपयोगको क्षेत्र,46.08
अमाव,1,451,आवासीय क्षेत्र,114.8
अमाव,1,452,आवासीय क्षेत्र,311.66
अमाव,1,453,आवासीय क्षेत्र,271.81
अमाव,1,454, कृषि क्षेत्र,171.81
अमाव,1,455, कृषि क्षेत्र,171.92
अमाव,1,456, कृषि क्षेत्र,171.05
अमाव,1,457, कृषि क्षेत्र,172.97
अमाव,1,458, कृषि क्षेत्र,173.23
अमाव,1,459, कृषि क्षेत्र,173.16
अमाव,1,460,आवासीय क्षेत्र,1627.21
अमाव,1,461,आवासीय क्षेत्र,1628.08
अमाव,1,462,आवासीय क्षेत्र,1627.35
अमाव,1,463,आवासीय क्षेत्र,175.54
अमाव,1,463,सार्वजनिक उपयोगको क्षेत्र,5.15
अमाव,1 गाउँ,3, कृषि क्षेत्र,29.18
अमाव,1 गाउँ,3,आवासीय क्षेत्र,5.32
अमाव,1 गाउँ,3,सार्वजनिक उपयोगको क्षेत्र,38.82
अमाव,1 गाउँ,4,आवासीय क्षेत्र,498.6
अमाव,1 गाउँ,6,आवासीय क्षेत्र,80.46
अमाव,1 गाउँ,7,आवासीय क्षेत्र,121.76
अमाव,1 गाउँ,9,आवासीय क्षेत्र,99.86
अमाव,1 गाउँ,10,आवासीय क्षेत्र,216.5
अमाव,1 गाउँ,11,आवासीय क्षेत्र,118.1
अमाव,1 गाउँ,12,आवासीय क्षेत्र,137.32
अमाव,1 गाउँ,13,आवासीय क्षेत्र,127.67
अमाव,1 गाउँ,14,आवासीय क्षेत्र,120.96
अमाव,1 गाउँ,15,आवासीय क्षेत्र,146.65
अमाव,1 गाउँ,16,आवासीय क्षेत्र,116.04
अमाव,1 गाउँ,18,आवासीय क्षेत्र,136.05
अमाव,1 गाउँ,19,आवासीय क्षेत्र,221.4
अमाव,1 गाउँ,20,आवासीय क्षेत्र,241.38
अमाव,1 गाउँ,21,आवासीय क्षेत्र,58.79
अमाव,1 गाउँ,22,आवासीय क्षेत्र,583.89
अमाव,1 गाउँ,25,आवासीय क्षेत्र,59.68
अमाव,1 गाउँ,26,आवासीय क्षेत्र,40.74
अमाव,1 गाउँ,27,आवासीय क्षेत्र,75.12
अमाव,1 गाउँ,28,आवासीय क्षेत्र,22.41
अमाव,1 गाउँ,29,आवासीय क्षेत्र,14.31
अमाव,1 गाउँ,30,आवासीय क्षेत्र,46.77
अमाव,1 गाउँ,31,आवासीय क्षेत्र,70.92
अमाव,1 गाउँ,32,आवासीय क्षेत्र,33.63
अमाव,1 गाउँ,33,आवासीय क्षेत्र,248.04
अमाव,1 गाउँ,34,आवासीय क्षेत्र,249.77
अमाव,1 गाउँ,35,आवासीय क्षेत्र,145.72
अमाव,1 गाउँ,36,आवासीय क्षेत्र,76.81
अमाव,1 गाउँ,37,आवासीय क्षेत्र,53.3
अमाव,1 गाउँ,38,आवासीय क्षेत्र,109.04
अमाव,1 गाउँ,39,आवासीय क्षेत्र,35.29
अमाव,1 गाउँ,40,आवासीय क्षेत्र,36.32
अमाव,1 गाउँ,43,आवासीय क्षेत्र,38.66
अमाव,1 गाउँ,44,आवासीय क्षेत्र,433.33
अमाव,1 गाउँ,46,आवासीय क्षेत्र,935.4
अमाव,1 गाउँ,46,सार्वजनिक उपयोगको क्षेत्र,124.74
अमाव,1 गाउँ,47,आवासीय क्षेत्र,121.64
अमाव,1 गाउँ,48,आवासीय क्षेत्र,146.74
अमाव,1 गाउँ,49, कृषि क्षेत्र,976.4
अमाव,1 गाउँ,49,आवासीय क्षेत्र,3280.59
अमाव,1 गाउँ,49,सार्वजनिक उपयोगको क्षेत्र,122.04
अमाव,1 गाउँ,50,आवासीय क्षेत्र,44.9
अमाव,1 गाउँ,51,आवासीय क्षेत्र,670.5
अमाव,1 गाउँ,52,आवासीय क्षेत्र,63.94
अमाव,1 गाउँ,53,आवासीय क्षेत्र,237.8
अमाव,1 गाउँ,53,सार्वजनिक उपयोगको क्षेत्र,57.88
अमाव,1 गाउँ,54, कृषि क्षेत्र,8.18
अमाव,1 गाउँ,54,आवासीय क्षेत्र,833.29
अमाव,1 गाउँ,54,सार्वजनिक उपयोगको क्षेत्र,110.36
अमाव,1 गाउँ,55,आवासीय क्षेत्र,130.54
अमाव,1 गाउँ,57,आवासीय क्षेत्र,50.43
अमाव,1 गाउँ,59,आवासीय क्षेत्र,45.34
अमाव,1 गाउँ,60,आवासीय क्षेत्र,60.9
अमाव,1 गाउँ,61,आवासीय क्षेत्र,74.89
अमाव,1 गाउँ,62,आवासीय क्षेत्र,60.53
अमाव,1 गाउँ,62,सार्वजनिक उपयोगको क्षेत्र,29.1
अमाव,1 गाउँ,63,आवासीय क्षेत्र,122.53
अमाव,1 गाउँ,63,सार्वजनिक उपयोगको क्षेत्र,38.14
अमाव,1 गाउँ,64,आवासीय क्षेत्र,73.49
अमाव,1 गाउँ,65,आवासीय क्षेत्र,164.41
अमाव,1 गाउँ,65,सार्वजनिक उपयोगको क्षेत्र,8.31
अमाव,1 गाउँ,66,आवासीय क्षेत्र,70.25
अमाव,1 गाउँ,67,आवासीय क्षेत्र,66.05
अमाव,1 गाउँ,68,आवासीय क्षेत्र,33.42
अमाव,1 गाउँ,69,आवासीय क्षेत्र,422.5
अमाव,1 गाउँ,69,सार्वजनिक उपयोगको क्षेत्र,102.58
अमाव,1 गाउँ,71,आवासीय क्षेत्र,76.03
अमाव,1 गाउँ,72,आवासीय क्षेत्र,303.81
अमाव,1 गाउँ,73,आवासीय क्षेत्र,85.66
अमाव,1 गाउँ,75,आवासीय क्षेत्र,231.3
अमाव,1 गाउँ,77,आवासीय क्षेत्र,319.18
अमाव,1 गाउँ,78,आवासीय क्षेत्र,399.82
अमाव,1 गाउँ,81,आवासीय क्षेत्र,63.42
अमाव,1 गाउँ,82,सार्वजनिक उपयोगको क्षेत्र,6.73
अमाव,1 गाउँ,83,सार्वजनिक उपयोगको क्षेत्र,5.49
अमाव,1 गाउँ,84,आवासीय क्षेत्र,50.9
अमाव,1 गाउँ,84,सार्वजनिक उपयोगको क्षेत्र,42.5
अमाव,1 गाउँ,86,आवासीय क्षेत्र,62.39
