vdc,ward,parcel_id,Landuse,Area
अमाव,1,44, कृषि क्षेत्र,0-2-6
अमाव,1,45, कृषि क्षेत्र,0-2-14
अमाव,1,46, कृषि क्षेत्र,0-2-7
अमाव,1,47, कृषि क्षेत्र,0-0-10
अमाव,1,48, कृषि क्षेत्र,0-2-19
अमाव,1,50, कृषि क्षेत्र,2-9-14
अमाव,1,51, कृषि क्षेत्र,0-6-12
अमाव,1,52, कृषि क्षेत्र,0-5-10
अमाव,1,53, कृषि क्षेत्र,0-1-8
अमाव,1,54, कृषि क्षेत्र,0-1-11
अमाव,1,55, कृषि क्षेत्र,0-1-12
अमाव,1,61, कृषि क्षेत्र,0-9-3
अमाव,1,61,आवासीय क्षेत्र,0-3-11
अमाव,1,68, कृषि क्षेत्र,0-19-17
अमाव,1,69, कृषि क्षेत्र,0-17-6
अमाव,1,70, कृषि क्षेत्र,0-9-20
अमाव,1,71, कृषि क्षेत्र,0-2-12
अमाव,1,72, कृषि क्षेत्र,0-7-13
अमाव,1,74, कृषि क्षेत्र,2-4-14
अमाव,1,75, कृषि क्षेत्र,0-0-14
अमाव,1,77, कृषि क्षेत्र,0-2-3
अमाव,1,79, कृषि क्षेत्र,0-0-19
अमाव,1,80, कृषि क्षेत्र,0-4-7
अमाव,1,83, कृषि क्षेत्र,0-10-16
अमाव,1,83,आवासीय क्षेत्र,0-2-17
अमाव,1,83,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-15
अमाव,1,84, कृषि क्षेत्र,1-7-13
अमाव,1,84,आवासीय क्षेत्र,0-8-5
अमाव,1,84,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-1
अमाव,1,88, कृषि क्षेत्र,0-15-11
अमाव,1,89, कृषि क्षेत्र,0-8-12
अमाव,1,90, कृषि क्षेत्र,0-6-10
अमाव,1,91, कृषि क्षेत्र,0-10-4
अमाव,1,91,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-6
अमाव,1,92, कृषि क्षेत्र,0-3-5
अमाव,1,93, कृषि क्षेत्र,0-3-1
अमाव,1,94, कृषि क्षेत्र,0-2-6
अमाव,1,95, कृषि क्षेत्र,0-14-6
अमाव,1,97, कृषि क्षेत्र,0-5-1
अमाव,1,98, कृषि क्षेत्र,0-3-6
अमाव,1,100, कृषि क्षेत्र,0-2-19
अमाव,1,101, कृषि क्षेत्र,0-0-17
अमाव,1,101,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-3
अमाव,1,103, कृषि क्षेत्र,0-0-12
अमाव,1,103,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-7
अमाव,1,104, कृषि क्षेत्र,0-0-12
अमाव,1,104,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-1
अमाव,1,105, कृषि क्षेत्र,0-6-19
अमाव,1,105,"नदी, खोला, ताल, सीमसार क्षेत्र",0-5-7
अमाव,1,107, कृषि क्षेत्र,0-5-18
अमाव,1,107,आवासीय क्षेत्र,0-1-15
अमाव,1,110, कृषि क्षेत्र,0-16-1
अमाव,1,110,आवासीय क्षेत्र,0-2-2
अमाव,1,111, कृषि क्षेत्र,0-1-20
अमाव,1,112, कृषि क्षेत्र,0-0-16
अमाव,1,115, कृषि क्षेत्र,0-4-5
अमाव,1,116, कृषि क्षेत्र,0-4-7
अमाव,1,117, कृषि क्षेत्र,0-3-13
अमाव,1,118, कृषि क्षेत्र,0-4-5
अमाव,1,121, कृषि क्षेत्र,0-14-18
अमाव,1,121,आवासीय क्षेत्र,0-2-20
अमाव,1,122, कृषि क्षेत्र,0-5-7
अमाव,1,123, कृषि क्षेत्र,0-11-4
अमाव,1,123,"नदी, खोला, ताल, सीमसार क्षेत्र",0-2-1
अमाव,1,124, कृषि क्षेत्र,0-2-8
अमाव,1,125, कृषि क्षेत्र,0-2-9
अमाव,1,127, कृषि क्षेत्र,1-0-2
अमाव,1,127,आवासीय क्षेत्र,0-6-15
अमाव,1,127,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-5
अमाव,1,128, कृषि क्षेत्र,0-0-8
अमाव,1,128,आवासीय क्षेत्र,0-1-8
अमाव,1,129, कृषि क्षेत्र,0-0-12
अमाव,1,129,आवासीय क्षेत्र,0-0-15
अमाव,1,130, कृषि क्षेत्र,0-0-14
अमाव,1,130,आवासीय क्षेत्र,0-0-12
अमाव,1,131, कृषि क्षेत्र,0-12-11
अमाव,1,131,आवासीय क्षेत्र,0-2-20
अमाव,1,131,"नदी, खोला, ताल, सीमसार क्षेत्र",0-2-9
अमाव,1,132, कृषि क्षेत्र,0-17-8
अमाव,1,132,आवासीय क्षेत्र,0-13-8
अमाव,1,132,"नदी, खोला, ताल, सीमसार क्षेत्र",1-10-9
अमाव,1,134, कृषि क्षेत्र,0-2-6
अमाव,1,139, कृषि क्षेत्र,0-9-8
अमाव,1,140, कृषि क्षेत्र,0-15-18
अमाव,1,144,आवासीय क्षेत्र,0-2-5
अमाव,1,145, कृषि क्षेत्र,0-3-12
अमाव,1,145,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-19
अमाव,1,146, कृषि क्षेत्र,0-2-11
अमाव,1,146,"नदी, खोला, ताल, सीमसार क्षेत्र",0-3-5
अमाव,1,147, कृषि क्षेत्र,0-10-17
अमाव,1,147,आवासीय क्षेत्र,0-8-8
अमाव,1,148, कृषि क्षेत्र,3-12-14
अमाव,1,148,आवासीय क्षेत्र,0-5-6
अमाव,1,149, कृषि क्षेत्र,0-3-1
अमाव,1,149,आवासीय क्षेत्र,0-0-19
अमाव,1,151, कृषि क्षेत्र,0-6-12
अमाव,1,151,आवासीय क्षेत्र,0-3-1
अमाव,1,153, कृषि क्षेत्र,0-1-5
अमाव,1,153,आवासीय क्षेत्र,0-1-2
अमाव,1,154, कृषि क्षेत्र,0-1-7
अमाव,1,154,आवासीय क्षेत्र,0-0-14
अमाव,1,155, कृषि क्षेत्र,0-0-5
अमाव,1,155,आवासीय क्षेत्र,0-0-18
अमाव,1,156, कृषि क्षेत्र,0-3-5
अमाव,1,159, कृषि क्षेत्र,0-2-15
अमाव,1,160, कृषि क्षेत्र,0-2-5
अमाव,1,161, कृषि क्षेत्र,0-3-2
अमाव,1,162, कृषि क्षेत्र,0-3-1
अमाव,1,167, कृषि क्षेत्र,1-3-10
अमाव,1,168, कृषि क्षेत्र,0-2-1
अमाव,1,169, कृषि क्षेत्र,0-5-2
अमाव,1,171, कृषि क्षेत्र,0-3-0
अमाव,1,173, कृषि क्षेत्र,0-4-16
अमाव,1,173,आवासीय क्षेत्र,0-1-5
अमाव,1,175,आवासीय क्षेत्र,0-7-12
अमाव,1,176,आवासीय क्षेत्र,0-2-9
अमाव,1,177, कृषि क्षेत्र,0-1-5
अमाव,1,179, कृषि क्षेत्र,0-17-15
अमाव,1,179,"नदी, खोला, ताल, सीमसार क्षेत्र",0-2-7
अमाव,1,181, कृषि क्षेत्र,0-1-20
अमाव,1,183, कृषि क्षेत्र,0-5-1
अमाव,1,185,आवासीय क्षेत्र,0-1-11
अमाव,1,188, कृषि क्षेत्र,0-13-20
अमाव,1,189, कृषि क्षेत्र,0-7-1
अमाव,1,190, कृषि क्षेत्र,0-7-15
अमाव,1,191, कृषि क्षेत्र,0-5-8
अमाव,1,191,आवासीय क्षेत्र,0-1-15
अमाव,1,193, कृषि क्षेत्र,0-3-7
अमाव,1,196, कृषि क्षेत्र,0-13-16
अमाव,1,197, कृषि क्षेत्र,0-3-10
अमाव,1,197,आवासीय क्षेत्र,0-1-12
अमाव,1,198, कृषि क्षेत्र,0-9-10
अमाव,1,199, कृषि क्षेत्र,0-5-4
अमाव,1,200, कृषि क्षेत्र,0-2-11
अमाव,1,201,आवासीय क्षेत्र,0-1-9
अमाव,1,203,आवासीय क्षेत्र,0-3-10
अमाव,1,205, कृषि क्षेत्र,0-2-9
अमाव,1,206, कृषि क्षेत्र,0-3-10
अमाव,1,207,आवासीय क्षेत्र,0-4-16
अमाव,1,208, कृषि क्षेत्र,0-0-15
अमाव,1,208,आवासीय क्षेत्र,1-10-3
अमाव,1,211, कृषि क्षेत्र,0-13-12
अमाव,1,211,आवासीय क्षेत्र,0-6-20
अमाव,1,214,आवासीय क्षेत्र,0-12-20
अमाव,1,216, कृषि क्षेत्र,0-6-1
अमाव,1,216,आवासीय क्षेत्र,0-4-8
अमाव,1,217, कृषि क्षेत्र,0-1-11
अमाव,1,217,आवासीय क्षेत्र,0-2-6
अमाव,1,218, कृषि क्षेत्र,0-5-5
अमाव,1,219, कृषि क्षेत्र,0-5-5
अमाव,1,220, कृषि क्षेत्र,0-2-2
अमाव,1,220,आवासीय क्षेत्र,0-3-8
अमाव,1,223, कृषि क्षेत्र,0-3-18
अमाव,1,223,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-18
अमाव,1,224, कृषि क्षेत्र,0-0-9
अमाव,1,224,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-5
अमाव,1,225, कृषि क्षेत्र,0-19-5
अमाव,1,225,आवासीय क्षेत्र,0-1-19
अमाव,1,225,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-9
अमाव,1,226, कृषि क्षेत्र,0-11-9
अमाव,1,226,आवासीय क्षेत्र,0-2-2
अमाव,1,227, कृषि क्षेत्र,0-3-1
अमाव,1,229,आवासीय क्षेत्र,0-3-4
अमाव,1,230,आवासीय क्षेत्र,0-10-19
अमाव,1,232, कृषि क्षेत्र,0-7-19
अमाव,1,232,आवासीय क्षेत्र,0-1-14
अमाव,1,233, कृषि क्षेत्र,0-7-12
अमाव,1,234, कृषि क्षेत्र,0-6-5
अमाव,1,234,आवासीय क्षेत्र,0-1-1
अमाव,1,237, कृषि क्षेत्र,0-1-15
अमाव,1,237,आवासीय क्षेत्र,0-5-10
अमाव,1,238,आवासीय क्षेत्र,0-6-3
अमाव,1,239, कृषि क्षेत्र,0-1-2
अमाव,1,240, कृषि क्षेत्र,0-1-14
अमाव,1,240,आवासीय क्षेत्र,0-0-4
अमाव,1,241, कृषि क्षेत्र,0-2-20
अमाव,1,243, कृषि क्षेत्र,0-1-15
अमाव,1,245,आवासीय क्षेत्र,0-4-7
अमाव,1,246, कृषि क्षेत्र,0-5-17
अमाव,1,246,आवासीय क्षेत्र,0-0-11
अमाव,1,247, कृषि क्षेत्र,0-6-7
अमाव,1,248, कृषि क्षेत्र,0-6-9
अमाव,1,256, कृषि क्षेत्र,0-0-11
अमाव,1,256,आवासीय क्षेत्र,0-1-11
अमाव,1,257, कृषि क्षेत्र,0-0-4
अमाव,1,257,आवासीय क्षेत्र,0-1-13
अमाव,1,259,आवासीय क्षेत्र,0-3-0
अमाव,1,262, कृषि क्षेत्र,0-7-17
अमाव,1,262,आवासीय क्षेत्र,0-3-16
अमाव,1,262,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-3
अमाव,1,263, कृषि क्षेत्र,0-3-8
अमाव,1,263,आवासीय क्षेत्र,0-3-17
अमाव,1,263,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-9
अमाव,1,264, कृषि क्षेत्र,0-3-3
अमाव,1,264,आवासीय क्षेत्र,0-1-14
अमाव,1,265, कृषि क्षेत्र,0-3-12
अमाव,1,265,आवासीय क्षेत्र,0-2-14
अमाव,1,266, कृषि क्षेत्र,0-1-8
अमाव,1,267, कृषि क्षेत्र,0-0-20
अमाव,1,268, कृषि क्षेत्र,0-4-3
अमाव,1,268,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-4
अमाव,1,269, कृषि क्षेत्र,0-2-3
अमाव,1,269,"नदी, खोला, ताल, सीमसार क्षेत्र",0-3-11
अमाव,1,272, कृषि क्षेत्र,0-6-16
अमाव,1,272,आवासीय क्षेत्र,0-3-9
अमाव,1,272,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-1
अमाव,1,273, कृषि क्षेत्र,0-1-18
अमाव,1,273,आवासीय क्षेत्र,0-1-9
अमाव,1,275, कृषि क्षेत्र,0-8-17
अमाव,1,275,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-3
अमाव,1,276, कृषि क्षेत्र,0-5-16
अमाव,1,276,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-16
अमाव,1,277, कृषि क्षेत्र,0-1-9
अमाव,1,278, कृषि क्षेत्र,0-4-7
अमाव,1,279, कृषि क्षेत्र,0-6-7
अमाव,1,280, कृषि क्षेत्र,0-13-20
अमाव,1,280,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-4
अमाव,1,281,आवासीय क्षेत्र,0-0-14
अमाव,1,283,आवासीय क्षेत्र,0-1-19
अमाव,1,287, कृषि क्षेत्र,0-11-19
अमाव,1,291, कृषि क्षेत्र,0-1-7
अमाव,1,291,"नदी, खोला, ताल, सीमसार क्षेत्र",0-2-6
अमाव,1,292, कृषि क्षेत्र,0-2-17
अमाव,1,292,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-14
अमाव,1,293, कृषि क्षेत्र,0-2-18
अमाव,1,293,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-9
अमाव,1,294, कृषि क्षेत्र,0-3-8
अमाव,1,294,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-6
अमाव,1,295, कृषि क्षेत्र,0-2-10
अमाव,1,295,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-1
अमाव,1,296, कृषि क्षेत्र,0-0-17
अमाव,1,297, कृषि क्षेत्र,0-1-2
अमाव,1,298, कृषि क्षेत्र,0-1-1
अमाव,1,299, कृषि क्षेत्र,0-0-12
अमाव,1,299,आवासीय क्षेत्र,0-0-8
अमाव,1,300,आवासीय क्षेत्र,0-0-18
अमाव,1,305, कृषि क्षेत्र,0-3-12
अमाव,1,305,आवासीय क्षेत्र,0-1-0
अमाव,1,306, कृषि क्षेत्र,0-2-10
अमाव,1,306,आवासीय क्षेत्र,0-0-13
अमाव,1,307,आवासीय क्षेत्र,0-5-15
अमाव,1,320, कृषि क्षेत्र,0-3-9
अमाव,1,320,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-16
अमाव,1,321, कृषि क्षेत्र,0-11-6
अमाव,1,321,आवासीय क्षेत्र,0-15-19
अमाव,1,329,आवासीय क्षेत्र,0-1-10
अमाव,1,330,आवासीय क्षेत्र,0-1-10
अमाव,1,345, कृषि क्षेत्र,0-3-18
अमाव,1,345,आवासीय क्षेत्र,0-0-13
अमाव,1,346, कृषि क्षेत्र,0-4-6
अमाव,1,347, कृषि क्षेत्र,1-1-13
अमाव,1,347,आवासीय क्षेत्र,0-0-19
अमाव,1,348,आवासीय क्षेत्र,0-1-8
अमाव,1,349,आवासीय क्षेत्र,0-4-3
अमाव,1,350,आवासीय क्षेत्र,0-6-19
अमाव,1,351, कृषि क्षेत्र,0-4-7
अमाव,1,352, कृषि क्षेत्र,0-2-2
अमाव,1,352,आवासीय क्षेत्र,0-2-7
अमाव,1,356, कृषि क्षेत्र,0-4-0
अमाव,1,357, कृषि क्षेत्र,0-3-19
अमाव,1,358, कृषि क्षेत्र,1-1-13
अमाव,1,373, कृषि क्षेत्र,0-4-6
अमाव,1,375,आवासीय क्षेत्र,0-3-2
अमाव,1,377,आवासीय क्षेत्र,0-4-5
अमाव,1,378,आवासीय क्षेत्र,0-1-16
अमाव,1,379,आवासीय क्षेत्र,0-1-12
अमाव,1,381,आवासीय क्षेत्र,0-1-1
अमाव,1,382,आवासीय क्षेत्र,0-1-0
अमाव,1,383,आवासीय क्षेत्र,0-0-9
अमाव,1,384,आवासीय क्षेत्र,0-5-7
अमाव,1,387, कृषि क्षेत्र,0-4-19
अमाव,1,389,आवासीय क्षेत्र,0-1-9
अमाव,1,390,आवासीय क्षेत्र,0-1-9
अमाव,1,391,आवासीय क्षेत्र,0-7-1
अमाव,1,392,आवासीय क्षेत्र,0-2-17
अमाव,1,393,आवासीय क्षेत्र,0-1-12
अमाव,1,394, कृषि क्षेत्र,0-2-9
अमाव,1,394,आवासीय क्षेत्र,0-1-12
अमाव,1,394,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-2
अमाव,1,395, कृषि क्षेत्र,0-2-9
अमाव,1,395,आवासीय क्षेत्र,0-1-10
अमाव,1,396, कृषि क्षेत्र,0-4-19
अमाव,1,396,आवासीय क्षेत्र,0-3-9
अमाव,1,398, कृषि क्षेत्र,0-4-18
अमाव,1,398,आवासीय क्षेत्र,0-1-2
अमाव,1,399, कृषि क्षेत्र,0-3-5
अमाव,1,399,आवासीय क्षेत्र,0-0-18
अमाव,1,401, कृषि क्षेत्र,0-4-11
अमाव,1,401,"नदी, खोला, ताल, सीमसार क्षेत्र",0-5-13
अमाव,1,402, कृषि क्षेत्र,0-3-7
अमाव,1,402,"नदी, खोला, ताल, सीमसार क्षेत्र",0-2-13
अमाव,1,410,आवासीय क्षेत्र,0-5-11
अमाव,1,411,आवासीय क्षेत्र,0-4-1
अमाव,1,412,आवासीय क्षेत्र,0-3-14
अमाव,1,413,आवासीय क्षेत्र,0-3-14
अमाव,1,414,आवासीय क्षेत्र,0-3-17
अमाव,1,415,आवासीय क्षेत्र,0-3-11
अमाव,1,416,आवासीय क्षेत्र,0-4-10
अमाव,1,421, कृषि क्षेत्र,0-1-18
अमाव,1,421,आवासीय क्षेत्र,0-3-9
अमाव,1,422, कृषि क्षेत्र,0-1-9
अमाव,1,422,आवासीय क्षेत्र,0-2-6
अमाव,1,427, कृषि क्षेत्र,0-2-5
अमाव,1,428, कृषि क्षेत्र,0-1-2
अमाव,1,429, कृषि क्षेत्र,0-1-19
अमाव,1,429,आवासीय क्षेत्र,0-0-1
अमाव,1,430,आवासीय क्षेत्र,0-3-7
अमाव,1,431,आवासीय क्षेत्र,0-6-1
अमाव,1,432,आवासीय क्षेत्र,0-3-0
अमाव,1,433,आवासीय क्षेत्र,0-3-11
अमाव,1,436, कृषि क्षेत्र,0-4-0
अमाव,1,437, कृषि क्षेत्र,0-1-17
अमाव,1,437,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-8
अमाव,1,438, कृषि क्षेत्र,0-4-0
अमाव,1,439, कृषि क्षेत्र,0-3-13
अमाव,1,446, कृषि क्षेत्र,0-0-7
अमाव,1,446,आवासीय क्षेत्र,0-5-13
अमाव,1,447, कृषि क्षेत्र,0-0-19
अमाव,1,447,आवासीय क्षेत्र,1-5-9
अमाव,1,450,आवासीय क्षेत्र,0-0-4
अमाव,1,451,आवासीय क्षेत्र,0-0-7
अमाव,1,452,आवासीय क्षेत्र,0-0-18
अमाव,1,453,आवासीय क्षेत्र,0-0-16
अमाव,1,454, कृषि क्षेत्र,0-0-10
अमाव,1,455, कृषि क्षेत्र,0-0-10
अमाव,1,456, कृषि क्षेत्र,0-0-10
अमाव,1,457, कृषि क्षेत्र,0-0-10
अमाव,1,458, कृषि क्षेत्र,0-0-10
अमाव,1,459, कृषि क्षेत्र,0-0-10
अमाव,1,460,आवासीय क्षेत्र,0-4-16
अमाव,1,461,आवासीय क्षेत्र,0-4-16
अमाव,1,462,आवासीय क्षेत्र,0-4-16
अमाव,1,463,आवासीय क्षेत्र,0-0-10
अमाव,2,1,आवासीय क्षेत्र,0-0-12
अमाव,2,1,"नदी, खोला, ताल, सीमसार क्षेत्र",0-7-5
अमाव,2,4, कृषि क्षेत्र,0-4-2
अमाव,2,4,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-4
अमाव,2,7, कृषि क्षेत्र,0-13-8
अमाव,2,7,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-4
अमाव,2,8, कृषि क्षेत्र,0-9-13
अमाव,2,9, कृषि क्षेत्र,0-17-1
अमाव,2,9,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-8
अमाव,2,10, कृषि क्षेत्र,0-4-5
अमाव,2,10,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-7
अमाव,2,12, कृषि क्षेत्र,0-0-9
अमाव,2,13, कृषि क्षेत्र,0-0-12
अमाव,2,14, कृषि क्षेत्र,0-3-3
अमाव,2,16, कृषि क्षेत्र,0-2-5
अमाव,2,17, कृषि क्षेत्र,0-2-2
अमाव,2,19, कृषि क्षेत्र,0-4-0
अमाव,2,20, कृषि क्षेत्र,1-17-16
अमाव,2,21, कृषि क्षेत्र,0-12-3
अमाव,2,21,आवासीय क्षेत्र,0-0-4
अमाव,2,23, कृषि क्षेत्र,0-4-2
अमाव,2,24, कृषि क्षेत्र,0-4-7
अमाव,2,24,आवासीय क्षेत्र,0-0-10
अमाव,2,24,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-2
अमाव,2,25, कृषि क्षेत्र,1-1-13
अमाव,2,25,आवासीय क्षेत्र,0-0-14
अमाव,2,25,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-6
अमाव,2,27, कृषि क्षेत्र,0-11-15
अमाव,2,29, कृषि क्षेत्र,0-9-7
अमाव,2,29,आवासीय क्षेत्र,0-0-10
अमाव,2,29,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-6
अमाव,2,30, कृषि क्षेत्र,1-10-14
अमाव,2,30,आवासीय क्षेत्र,0-0-11
अमाव,2,31, कृषि क्षेत्र,0-18-10
अमाव,2,31,आवासीय क्षेत्र,0-0-2
अमाव,2,34, कृषि क्षेत्र,0-15-12
अमाव,2,37, कृषि क्षेत्र,0-9-1
अमाव,2,45, कृषि क्षेत्र,5-4-13
अमाव,2,45,आवासीय क्षेत्र,1-1-10
अमाव,2,45,"नदी, खोला, ताल, सीमसार क्षेत्र",2-0-12
अमाव,2,46, कृषि क्षेत्र,0-2-13
अमाव,2,47, कृषि क्षेत्र,0-6-19
अमाव,2,48, कृषि क्षेत्र,0-9-15
अमाव,2,48,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-0
अमाव,2,50, कृषि क्षेत्र,0-2-19
अमाव,2,51, कृषि क्षेत्र,0-4-8
अमाव,2,52, कृषि क्षेत्र,0-18-13
अमाव,2,54,सार्वजनिक उपयोगको क्षेत्र,1-5-0
अमाव,2,55, कृषि क्षेत्र,1-14-11
अमाव,2,57, कृषि क्षेत्र,0-2-7
अमाव,2,57,आवासीय क्षेत्र,0-2-4
अमाव,2,57,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-10
अमाव,2,59, कृषि क्षेत्र,0-14-19
अमाव,2,62, कृषि क्षेत्र,0-10-8
अमाव,2,62,आवासीय क्षेत्र,0-1-11
अमाव,2,62,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-6
अमाव,2,63, कृषि क्षेत्र,0-0-5
अमाव,2,63,आवासीय क्षेत्र,0-0-10
अमाव,2,63,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-1
अमाव,2,67, कृषि क्षेत्र,0-10-12
अमाव,2,68, कृषि क्षेत्र,1-8-9
अमाव,2,72, कृषि क्षेत्र,0-13-5
अमाव,2,73, कृषि क्षेत्र,0-13-10
अमाव,2,76, कृषि क्षेत्र,0-4-10
अमाव,2,78, कृषि क्षेत्र,0-19-5
अमाव,2,78,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-17
अमाव,2,79, कृषि क्षेत्र,0-3-5
अमाव,2,81, कृषि क्षेत्र,0-4-8
अमाव,2,83, कृषि क्षेत्र,0-1-13
अमाव,2,84, कृषि क्षेत्र,0-1-6
अमाव,2,86, कृषि क्षेत्र,1-5-18
अमाव,2,87, कृषि क्षेत्र,0-11-0
अमाव,2,90, कृषि क्षेत्र,3-5-5
अमाव,2,92, कृषि क्षेत्र,0-9-3
अमाव,2,92,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-17
अमाव,2,94, कृषि क्षेत्र,0-2-20
अमाव,2,94,आवासीय क्षेत्र,0-4-0
अमाव,2,95, कृषि क्षेत्र,0-8-11
अमाव,2,95,आवासीय क्षेत्र,0-3-6
अमाव,2,95,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-6
अमाव,2,97, कृषि क्षेत्र,1-8-6
अमाव,2,97,"नदी, खोला, ताल, सीमसार क्षेत्र",0-3-12
अमाव,2,98, कृषि क्षेत्र,1-14-9
अमाव,2,99, कृषि क्षेत्र,0-8-12
अमाव,2,99,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-15
अमाव,2,101, कृषि क्षेत्र,0-5-14
अमाव,2,101,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-9
अमाव,2,102, कृषि क्षेत्र,0-6-7
अमाव,2,102,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-15
अमाव,2,103, कृषि क्षेत्र,2-6-7
अमाव,2,105, कृषि क्षेत्र,0-16-3
अमाव,2,106, कृषि क्षेत्र,0-9-10
अमाव,2,106,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-2
अमाव,2,109, कृषि क्षेत्र,0-3-13
अमाव,2,110, कृषि क्षेत्र,0-6-9
अमाव,2,111, कृषि क्षेत्र,1-7-8
अमाव,2,111,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-14
अमाव,2,112, कृषि क्षेत्र,1-5-8
अमाव,2,112,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-2
अमाव,2,114, कृषि क्षेत्र,0-16-2
अमाव,2,114,"नदी, खोला, ताल, सीमसार क्षेत्र",0-1-12
अमाव,2,117, कृषि क्षेत्र,0-0-6
अमाव,2,117,आवासीय क्षेत्र,0-2-13
अमाव,2,117,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-4
अमाव,2,118,आवासीय क्षेत्र,2-16-20
अमाव,2,118,"नदी, खोला, ताल, सीमसार क्षेत्र",0-0-3
अमाव,2,119, कृषि क्षेत्र,0-9-10
अमाव,2,122, कृषि क्षेत्र,0-5-2
अमाव,2,123, कृषि क्षेत्र,0-3-13
अमाव,2,125, कृषि क्षेत्र,0-7-16
